,min1,min2,min3,min123,max1,max2,max3,max123,mean1,mean2,mean3,mean123,std1,std2,std3,std123,sad1,sad2,sad3,sad123,corl1,corl2,corl3,corl123,onoff1,onoff2,onoff3,onoff123,range1,range2,range3,range123,ptime,pfixed,pprob
2012-07-14 11:45:00,48.072,15.557,31.837,96.144,793.019,760.095,33.413,1586.038,121.292235556,88.6236088889,32.6686266667,242.584471111,68.7750938926,68.7646763347,0.196799493565,137.550187785,2567.18,2481.0,189.258,5134.36,0.86615797643,0.866152016562,0.0386035974846,0.86615797643,6.0,6.0,0.0,6.0,744.947,744.538,1.576,1489.894,24,1,0.0
2012-07-14 12:00:00,111.933,79.412,31.894,223.866,172.817,139.583,33.771,345.634,154.836534444,121.973748889,32.8627855556,309.673068889,23.4650680585,23.4950417702,0.188387040393,46.9301361171,284.897,199.004,172.573,569.794,0.997925669288,0.997984201806,0.18102438299,0.997925669288,1.0,1.0,0.0,1.0,60.884,60.171,1.877,121.768,25,1,0.0
2012-07-14 12:15:00,48.023,15.664,32.091,96.046,855.499,822.354,33.573,1710.998,80.2804033333,47.3693988889,32.9110044444,160.560806667,47.4720287782,47.397980192,0.219085083056,94.9440575564,1838.587,1753.804,175.305,3677.174,0.720985471838,0.720289649431,0.372074054999,0.720985471838,4.0,4.0,0.0,5.0,807.476,806.69,1.482,1614.952,26,1,0.0
2012-07-14 12:30:00,48.954,15.692,32.538,97.908,103.582,70.306,33.733,207.164,99.1095844444,65.91049,33.1990944444,198.219168889,11.8390775881,11.8481724699,0.171182197663,23.6781551761,261.718,191.894,162.672,523.436,0.990289783673,0.990399399063,0.13687111313,0.990289783673,1.0,1.0,0.0,1.0,54.628,54.614,1.195,109.256,27,1,0.0
2012-07-14 12:45:00,48.491,15.631,32.553,96.982,558.453,525.058,33.71,1116.906,58.9408566667,25.7711388889,33.1697177778,117.881713333,28.6922670704,28.6664678053,0.187539048409,57.3845341408,1179.572,1091.84,179.422,2359.144,0.790647552677,0.790554775009,0.123541369791,0.790647552677,3.0,3.0,0.0,4.0,509.962,509.427,1.157,1019.924,28,1,0.0
2012-07-14 13:00:00,100.159,67.491,32.421,200.318,105.171,72.158,34.001,210.342,101.945272222,68.8234511111,33.1218211111,203.890544444,1.12158661073,0.996870228432,0.254142411004,2.24317322146,228.911,148.18,179.625,457.822,0.957831562606,0.978168380582,0.521797017061,0.957831562606,0.0,0.0,0.0,0.0,5.012,4.667,1.58,10.024,29,1,0.0
2012-07-14 13:15:00,48.115,15.539,32.303,96.23,588.675,555.379,33.55,1177.35,100.307032222,67.3754711111,32.9315611111,200.614064444,55.8295840237,55.8071624501,0.168548859903,111.659168047,2064.1,1985.037,169.259,4128.2,0.877412030093,0.877357225008,0.0219443688118,0.877412030093,6.0,6.0,0.0,7.0,540.56,539.84,1.247,1081.12,30,1,0.0
2012-07-14 13:30:00,100.259,67.593,32.327,200.518,178.241,144.8,33.559,356.482,142.513647778,109.534942222,32.9787055556,285.027295556,35.2985428635,35.2926570229,0.173467806979,70.597085727,282.68,208.438,165.956,565.36,0.998814933367,0.998832868475,0.102407682875,0.998814933367,2.0,2.0,0.0,2.0,77.982,77.207,1.232,155.964,31,1,0.0
2012-07-14 13:45:00,48.071,15.534,32.157,96.142,494.188,461.132,33.521,988.376,53.8069133333,20.9089088889,32.8980044444,107.613826667,24.9677858465,24.9569714921,0.184112469804,49.935571693,718.617,636.794,180.747,1437.234,0.887922231678,0.887857517355,0.0579199852589,0.887922231678,4.0,4.0,0.0,4.0,446.117,445.598,1.364,892.234,32,1,0.0
2012-07-14 14:00:00,100.378,67.876,32.143,200.756,1029.48,996.432,33.794,2058.963,135.088147778,102.28469,32.80346,270.176297778,55.9942291592,55.9210563975,0.248625009816,111.988493863,2061.016,1975.066,177.888,4122.038,0.737164674177,0.736590460541,0.494997774037,0.737164587811,3.0,3.0,0.0,3.0,929.102,928.556,1.651,1858.207,33,1,0.0
2012-07-14 14:15:00,49.058,15.641,32.595,98.116,174.905,141.532,125.149,349.81,121.722254444,56.2662055556,65.4560488889,243.444508889,28.929839214,50.6314645799,29.1443463466,57.8596784279,506.994,271.793,331.137,1013.988,0.993755272056,0.998705244253,0.99778312272,0.993755272056,5.0,2.0,3.0,8.0,125.847,125.891,92.554,251.694,34,1,0.548888888889
2012-07-14 14:30:00,102.001,15.53,85.259,204.002,1031.5,944.45,87.554,2062.996,155.381034444,68.7049588889,86.6760744444,310.762067778,43.2863344088,43.2734794412,0.259182371473,86.5726462644,2067.554,1949.489,219.577,4135.1,0.536044407199,0.535803398619,0.265816970751,0.536044524903,2.0,2.0,0.0,3.0,929.499,928.92,2.295,1858.994,35,1,1.0
2012-07-14 14:45:00,101.391,14.928,86.021,202.782,986.427,899.437,87.69,1972.854,156.374357778,69.62957,86.7447877778,312.748715556,50.5036157688,50.4757619805,0.211852138673,101.007231538,2006.333,1905.133,200.104,4012.666,0.712644273334,0.712383719124,0.122836302461,0.712644273334,4.0,4.0,0.0,4.0,885.036,884.509,1.669,1770.072,36,1,1.0
2012-07-14 15:00:00,153.684,67.047,86.087,307.368,703.688,616.585,87.719,1407.376,172.33482,85.4170833333,86.9177366667,344.66964,34.6102653331,34.6162620383,0.226636185575,69.2205306663,1322.446,1212.24,201.88,2644.892,0.83567994164,0.836156745546,0.205346009266,0.83567994164,4.0,4.0,0.0,5.0,550.004,549.538,1.632,1100.008,37,1,1.0
2012-07-14 15:15:00,102.109,15.631,86.068,204.218,155.871,68.741,87.474,311.742,118.665053333,31.7575722222,86.9074811111,237.330106667,23.9815877522,23.9140955573,0.21677572741,47.9631755044,287.96,189.702,192.466,575.92,0.998484282075,0.998541637246,0.230810268779,0.998484282075,1.0,1.0,0.0,2.0,53.762,53.11,1.406,107.524,38,1,1.0
2012-07-14 15:30:00,102.333,15.729,85.941,204.666,897.055,809.214,87.841,1794.11,195.47306,108.541195556,86.9318644444,390.94612,66.2437365445,66.2315422646,0.222238874436,132.487473089,2821.87,2735.224,196.164,5643.74,0.820414805952,0.820431844622,0.203064940825,0.820414805952,6.0,6.0,0.0,7.0,794.722,793.485,1.9,1589.444,39,1,1.0
2012-07-14 15:45:00,102.134,15.585,85.56,204.268,226.413,139.315,87.625,452.826,142.040783333,55.1786544444,86.8621288889,284.081566667,46.0195208878,46.015786225,0.211720761407,92.0390417756,368.67,264.393,198.379,737.34,0.998579113681,0.998598559915,0.104264180328,0.998579113681,3.0,3.0,0.0,3.0,124.279,123.73,2.065,248.558,40,1,1.0
2012-07-14 16:00:00,102.301,15.631,84.996,204.602,473.051,386.094,87.479,946.102,147.654288889,60.8653944444,86.7888944444,295.308577778,39.6127773787,39.6620794284,0.229567884867,79.2255547574,1343.198,1253.886,188.696,2686.396,0.909463234233,0.909865787078,0.263252262426,0.909463234233,6.0,6.0,0.0,6.0,370.75,370.463,2.483,741.5,41,1,1.0
2012-07-14 16:15:00,133.959,72.95,43.705,267.918,956.028,868.648,87.535,1912.056,218.158406667,131.660913333,86.4974933333,436.316813333,56.2605460135,56.197394194,2.11666474084,112.521092027,2315.206,2166.134,256.314,4630.412,0.814860688672,0.814902774395,0.927834595058,0.814860688672,7.0,7.0,0.0,12.0,822.069,795.698,43.83,1644.138,42,1,1.0
2012-07-14 16:30:00,48.467,15.719,32.595,96.934,747.529,714.088,33.616,1495.058,87.3882377778,54.2602788889,33.1279588889,174.776475556,41.2326313803,41.2163961532,0.173674319243,82.4652627606,1629.684,1552.164,174.914,3259.368,0.737570534265,0.737261077015,0.030730303012,0.737570534265,5.0,5.0,0.0,5.0,699.062,698.369,1.021,1398.124,43,1,0.0244444444444
2012-07-14 16:45:00,48.633,15.641,32.473,97.266,102.396,68.95,33.827,204.792,81.8715322222,48.6432144444,33.2283177778,163.743064444,25.2348400298,25.2156429219,0.189620495399,50.4696800596,270.879,197.46,175.385,541.758,0.997785077638,0.997869178541,0.170700753756,0.997785077638,1.0,1.0,0.0,1.0,53.763,53.309,1.354,107.526,44,1,0.0
2012-07-14 17:00:00,48.488,15.641,31.301,96.976,994.955,961.674,34.025,1989.91,141.716084444,108.490675556,33.2254088889,283.432168889,55.8739328973,55.8518097978,0.238623358818,111.747865795,3170.491,3082.623,191.024,6340.982,0.648905823184,0.648674366829,0.356161737201,0.648905823184,7.0,7.0,0.0,8.0,946.467,946.033,2.724,1892.934,45,1,0.0
2012-07-14 17:15:00,48.409,15.553,32.233,96.818,102.171,69.001,33.517,204.342,81.9454011111,48.9343522222,33.0110488889,163.890802222,25.0659671999,25.094940366,0.201126128388,50.1319343999,276.642,195.606,176.632,553.284,0.99865968586,0.998697260991,0.234789955555,0.99865968586,1.0,1.0,0.0,2.0,53.762,53.448,1.284,107.524,46,0,0.0
2012-07-14 17:30:00,48.436,15.682,32.553,96.872,645.135,612.187,33.912,1290.27,83.1533955556,49.96108,33.1923155556,166.306791111,55.6748155919,55.6655776416,0.196296659735,111.349631184,2228.408,2135.117,188.063,4456.816,0.845229335975,0.845071731871,0.107705913542,0.845229335975,5.0,5.0,0.0,6.0,596.699,596.505,1.359,1193.398,47,0,0.0
2012-07-14 17:45:00,48.012,15.636,32.195,96.024,182.25,148.775,33.696,364.5,144.480455556,111.309801111,33.1706544444,288.960911111,52.2776322038,52.1551472547,0.213721809171,104.555264408,337.579,268.011,166.206,675.158,0.998803184512,0.998811805009,0.405508796069,0.998803184512,2.0,2.0,0.0,3.0,134.238,133.139,1.501,268.476,48,0,0.0
2012-07-14 18:00:00,47.101,14.65,32.03,94.202,690.651,657.506,33.503,1381.302,55.7634144444,22.8852922222,32.8781222222,111.526828889,35.6629810688,35.6551826341,0.183905125452,71.3259621376,1466.959,1379.861,181.818,2933.918,0.740296021226,0.740532353523,0.0421857063626,0.740296021226,3.0,3.0,0.0,3.0,643.55,642.856,1.473,1287.1,49,0,0.0
2012-07-14 18:15:00,99.794,66.848,32.435,199.588,706.122,673.198,33.46,1412.244,119.262762222,86.34194,32.9208222222,238.525524444,43.3659015965,43.3488956007,0.166372993029,86.7318031929,1354.888,1299.678,146.486,2709.776,0.852861435906,0.852667027638,0.158722003979,0.852861435906,3.0,3.0,0.0,3.0,606.328,606.35,1.025,1212.656,50,0,0.0
2012-07-14 18:30:00,47.561,14.99,31.781,95.122,178.587,145.535,33.667,357.174,106.989821111,74.0962511111,32.89357,213.979642222,50.7363225626,50.6949931767,0.218516931048,101.472645125,378.108,269.15,199.974,756.216,0.999051067926,0.999077650686,0.0708413409935,0.999051067926,3.0,3.0,0.0,4.0,131.026,130.545,1.886,262.052,51,0,0.0
2012-07-14 18:45:00,47.813,14.974,32.402,95.626,475.797,442.817,33.545,951.594,98.1849977778,65.1813133333,33.0036844444,196.369995556,23.4782359655,23.4586045812,0.175267335554,46.9564719311,1008.657,937.879,169.99,2017.314,0.781447359533,0.781368785181,0.110563175372,0.781447359533,3.0,3.0,0.0,3.0,427.984,427.843,1.143,855.968,52,0,0.0
2012-07-14 19:00:00,47.554,14.784,32.284,95.108,770.778,737.774,33.564,1541.556,89.2416277778,56.3204433333,32.9211844444,178.483255556,40.8273566767,40.8104192216,0.172705757032,81.6547133534,1656.207,1575.771,174.836,3312.414,0.750552351829,0.750361470467,0.018747010959,0.750552351829,5.0,5.0,0.0,5.0,723.224,722.99,1.28,1446.448,53,0,0.0
2012-07-14 19:15:00,100.167,67.82,32.016,200.334,669.015,636.082,33.503,1338.03,131.742596667,99.0059122222,32.7366844444,263.485193333,38.7351019487,38.6147654745,0.249976026397,77.4702038973,1326.307,1244.915,170.53,2652.614,0.848488173627,0.84756789417,0.542501636494,0.848488173627,4.0,4.0,0.0,5.0,568.848,568.262,1.487,1137.696,54,0,0.0
2012-07-14 19:30:00,47.763,15.09,31.729,95.526,101.813,68.343,33.479,203.626,66.6658611111,33.9625377778,32.7033233333,133.331722222,24.8137467758,24.6987645908,0.242466678123,49.6274935516,273.845,186.555,169.986,547.69,0.998296752773,0.998341044694,0.516292265417,0.998296752773,1.0,1.0,0.0,2.0,54.05,53.253,1.75,108.1,55,0,0.0
2012-07-14 19:45:00,47.806,15.664,32.03,95.612,644.139,610.919,33.564,1288.278,126.10106,93.2109288889,32.8901311111,252.20212,57.0533266752,56.9216849424,0.272965383702,114.10665335,2103.224,2028.895,167.939,4206.448,0.896356719825,0.896006347131,0.632610919434,0.896356719825,6.0,6.0,0.0,7.0,596.333,595.255,1.534,1192.666,56,0,0.0
2012-07-14 20:00:00,47.789,14.96,32.049,95.578,174.931,141.615,33.7,349.862,98.8552911111,65.9390877778,32.9162033333,197.710582222,59.1446528597,59.0360041576,0.241212440326,118.289305719,340.693,269.295,172.444,681.386,0.999377250775,0.999387197789,0.484753351034,0.999377250775,4.0,4.0,0.0,4.0,127.142,126.655,1.651,254.284,57,0,0.0
2012-07-14 20:15:00,48.037,15.636,32.007,96.074,770.3,737.418,34.011,1540.6,92.35823,59.6130788889,32.7451511111,184.71646,39.3318728641,39.2905500039,0.247264552898,78.6637457282,1610.239,1526.944,177.465,3220.478,0.679275767794,0.678711862776,0.460656725393,0.679275767794,3.0,3.0,0.0,3.0,722.263,721.782,2.004,1444.526,58,0,0.0
2012-07-14 20:30:00,48.621,15.655,32.571,97.242,662.07,628.553,33.724,1324.14,105.712004444,72.5670866667,33.1449177778,211.424008889,38.8217397411,38.804795368,0.162206394003,77.6434794822,1437.669,1364.191,167.838,2875.338,0.810432407749,0.810613403541,-0.025706907286,0.810432407749,4.0,4.0,0.0,5.0,613.449,612.898,1.153,1226.898,59,0,0.0
2012-07-14 20:45:00,101.087,68.07,32.515,202.174,548.88,515.288,33.663,1097.76,114.218872222,81.0910733333,33.1277988889,228.437744444,30.4683101605,30.4651741855,0.175217114956,60.936620321,1107.222,1017.802,182.504,2214.444,0.842449070007,0.842534490153,-0.0705192794863,0.842449070007,5.0,5.0,0.0,5.0,447.793,447.218,1.148,895.586,60,0,0.0
2012-07-14 21:00:00,47.607,14.891,32.407,95.214,102.207,68.709,33.808,204.414,73.9429733333,40.9455755556,32.9973977778,147.885946667,26.098282515,26.027580899,0.192890874402,52.1965650301,286.01,188.164,180.094,572.02,0.998372946122,0.998421346141,0.0881660793537,0.998372946122,1.0,1.0,0.0,1.0,54.6,53.818,1.401,109.2,61,0,0.0
2012-07-14 21:15:00,48.312,15.571,32.322,96.624,714.401,681.5,33.526,1428.802,130.411116667,97.5065344444,32.9045822222,260.822233333,69.8899848355,69.8909555617,0.164719267417,139.779969671,2399.32,2319.431,167.421,4798.64,0.896155375555,0.89620621269,-0.0162481957556,0.896155375555,6.0,6.0,0.0,6.0,666.089,665.929,1.204,1332.178,62,0,0.0
2012-07-14 21:30:00,47.344,14.84,32.087,94.688,172.577,139.481,33.437,345.154,93.23427,60.4117811111,32.8224888889,186.46854,51.6254829163,51.5863320506,0.180279948194,103.250965833,353.965,260.736,186.395,707.93,0.99920149196,0.999222780499,-0.0446852634547,0.99920149196,4.0,4.0,0.0,4.0,125.233,124.641,1.35,250.466,63,0,0.0
2012-07-14 21:45:00,47.46,14.781,32.181,94.92,521.22,488.428,33.343,1042.44,85.37035,52.5913966667,32.7789533333,170.7407,31.1590832484,31.1488342211,0.168057044582,62.3181664968,1123.634,1033.465,174.929,2247.268,0.849930962849,0.849949634014,-0.0644770249485,0.849930962849,3.0,3.0,0.0,3.0,473.76,473.647,1.162,947.52,64,0,0.0
2012-07-16 06:00:00,36.895,15.627,21.044,73.79,943.259,921.157,22.102,1886.518,53.6467777778,32.0540344444,21.5927433333,107.293555556,48.7326199639,48.7118092488,0.169737537725,97.4652399278,1970.23,1877.585,169.593,3940.46,0.653513883757,0.653566833107,0.0320150021558,0.653513883757,2.0,2.0,0.0,3.0,906.364,905.53,1.058,1812.728,1,0,1.0
2012-07-16 06:15:00,37.04,15.738,21.237,74.08,1043.69,1021.81,22.639,2087.381,91.7497433333,70.1243977778,21.6253522222,183.499493333,51.0367635671,51.0336638801,0.157054666753,102.073651578,2214.507,2148.126,153.631,4429.016,0.617919947565,0.61805896898,0.0368105306369,0.617919722308,5.0,5.0,0.0,5.0,1006.65,1006.072,1.402,2013.301,2,0,1.0
2012-07-16 06:30:00,89.544,68.038,20.973,179.088,499.327,477.493,22.112,998.654,111.106388889,89.5290011111,21.5773877778,222.212777778,32.6715398048,32.6463830927,0.176829831743,65.3430796097,1011.369,938.617,171.682,2022.738,0.888953616957,0.888900105483,0.0646226474691,0.888953616957,5.0,5.0,0.0,5.0,409.783,409.455,1.139,819.566,3,0,1.0
2012-07-16 06:45:00,37.177,15.715,21.02,74.354,300.4,278.773,22.248,600.8,72.5393455556,50.9079266667,21.6314188889,145.078691111,29.3257831466,29.3225423166,0.176827414332,58.6515662931,1044.339,970.678,174.113,2088.678,0.936529749859,0.936375102707,0.0634864727408,0.936529749859,7.0,7.0,0.0,11.0,263.223,263.058,1.228,526.446,4,0,1.0
2012-07-16 07:00:00,104.423,82.898,20.931,208.846,833.68,811.86,22.192,1667.36,144.114533333,122.530181111,21.5843522222,288.229066667,51.9054081079,51.8903560971,0.178602844078,103.810816216,3118.212,3054.342,171.506,6236.424,0.667651976866,0.667296077368,0.0973008701129,0.667651976866,9.0,9.0,0.0,10.0,729.257,728.962,1.261,1458.514,5,0,0.41
2012-07-16 07:15:00,36.992,15.715,20.757,73.984,600.192,578.475,22.041,1200.384,84.0979977778,62.6177744444,21.4802233333,168.195995556,37.6006042792,37.6011176267,0.225403669802,75.2012085584,1355.694,1275.489,169.991,2711.388,0.82184941296,0.822052418765,0.440008243685,0.82184941296,4.0,4.0,0.0,5.0,563.2,562.76,1.284,1126.4,6,0,0.0
2012-07-16 07:30:00,36.877,15.682,20.879,73.754,90.754,69.251,22.093,181.508,56.5189133333,35.0496911111,21.4692222222,113.037826667,25.244230324,25.2250089214,0.177288292194,50.4884606479,270.937,179.657,172.04,541.874,0.998758055469,0.99879521107,0.0701123720034,0.998758055469,2.0,2.0,0.0,2.0,53.877,53.569,1.214,107.754,7,0,0.0
2012-07-16 07:45:00,37.006,15.58,21.02,74.012,655.521,633.993,22.088,1311.042,118.26823,96.7559966667,21.5122333333,236.53646,71.0805276545,71.0902760527,0.152856971104,142.161055309,2402.444,2347.121,156.575,4804.888,0.903489545038,0.903523563128,-0.0415619819274,0.903489545038,6.0,6.0,0.0,7.0,618.515,618.413,1.068,1237.03,8,0,0.0
2012-07-16 08:00:00,36.743,15.618,20.917,73.486,161.092,139.389,22.131,322.184,69.03269,47.4886266667,21.5440633333,138.06538,46.8585628943,46.894046097,0.182044645449,93.7171257886,330.796,252.305,167.755,661.592,0.998790783136,0.998817614864,0.168265439352,0.998790783136,3.0,3.0,0.0,3.0,124.349,123.771,1.214,248.698,9,0,0.0
2012-07-16 08:15:00,36.988,15.719,20.992,73.976,839.56,817.984,22.117,1679.12,82.2395655556,60.64223,21.5973355556,164.479131111,42.1220890776,42.1162920628,0.16985972313,84.2441781552,1814.602,1734.105,170.425,3629.204,0.643366478187,0.643192668492,0.0496476383521,0.643366478187,4.0,4.0,0.0,4.0,802.572,802.265,1.125,1605.144,10,0,0.0
2012-07-16 08:30:00,37.007,15.636,21.016,74.014,916.176,894.516,22.051,1832.352,107.534025556,85.9687677778,21.5652577778,215.068051111,66.6056588659,66.6076137536,0.17281770149,133.211317732,2921.108,2853.437,165.801,5842.216,0.787356585724,0.787246090711,0.116372108287,0.787356585724,6.0,6.0,0.0,6.0,879.169,878.88,1.035,1758.338,11,0,0.0
2012-07-16 08:45:00,36.933,15.733,21.025,73.866,162.06,140.263,22.088,324.12,77.9698833333,56.3502811111,21.6196022222,155.939766667,39.0491729315,39.0465912497,0.173024008942,78.098345863,342.881,260.305,186.552,685.762,0.998596755366,0.998611431236,-0.0952256320752,0.998596755366,4.0,4.0,0.0,4.0,125.127,124.53,1.063,250.254,12,0,0.0
2012-07-16 09:00:00,37.094,15.78,21.115,74.188,645.108,623.354,22.22,1290.216,72.07568,50.42814,21.64754,144.15136,38.5494593612,38.5323596931,0.173619979192,77.0989187223,1381.466,1293.937,180.477,2762.932,0.783867974505,0.783997622354,-0.0292558373963,0.783867974505,3.0,3.0,0.0,3.0,608.014,607.574,1.105,1216.028,13,1,0.0
2012-07-16 09:15:00,89.6,68.024,21.138,179.2,767.277,745.523,22.314,1534.554,108.868256667,87.2261188889,21.6421377778,217.736513333,27.1543746181,27.1536218663,0.163050136333,54.3087492362,1561.077,1493.465,164.49,3122.154,0.543933050672,0.54396236359,0.0221189848004,0.543933050672,5.0,5.0,0.0,6.0,677.677,677.499,1.176,1355.354,14,1,0.0
2012-07-16 09:30:00,38.093,16.183,20.814,76.186,648.692,626.971,22.154,1297.384,94.2733566667,72.6621866667,21.61117,188.546713333,26.9069403992,26.9050573643,0.167868098645,53.8138807983,1454.084,1372.914,174.19,2908.168,0.551871714634,0.551535615651,-0.0488238383127,0.551871714634,4.0,4.0,0.0,5.0,610.599,610.788,1.34,1221.198,15,1,0.0
2012-07-16 09:45:00,37.036,15.692,20.997,74.072,654.604,632.906,22.084,1309.208,51.8083855556,30.20566,21.6027255556,103.616771111,37.4073033865,37.3895561067,0.168251431417,74.814606773,1442.162,1361.68,174.888,2884.324,0.758138487282,0.757905451961,-0.0526076214143,0.758138487282,4.0,4.0,0.0,5.0,617.568,617.214,1.087,1235.136,16,1,0.0
2012-07-16 10:00:00,90.619,69.121,21.148,181.238,1029.19,1007.38,22.281,2058.376,133.740647778,112.072836667,21.6678055556,267.48129,53.4627504956,53.4550201094,0.158034961045,106.92540784,2074.983,2018.161,158.96,4149.958,0.701834899686,0.701888746096,0.00501434494179,0.701835267401,4.0,4.0,0.0,4.0,938.571,938.259,1.133,1877.138,17,1,0.0
2012-07-16 10:15:00,36.948,15.622,21.129,73.896,794.93,772.893,22.253,1589.86,70.6229177778,48.9920211111,21.6308966667,141.245835556,44.1388412652,44.1288048269,0.169107311994,88.2776825303,1750.167,1659.711,175.346,3500.334,0.714855473426,0.715107745582,-0.0342048156703,0.714855473426,4.0,4.0,0.0,4.0,757.982,757.271,1.124,1515.964,18,1,0.0
2012-07-16 10:30:00,37.102,15.613,21.199,74.204,90.804,68.871,22.084,181.608,58.7553233333,37.1343688889,21.6209544444,117.510646667,25.5758438687,25.5707011317,0.155668993444,51.1516877373,262.185,188.603,159.576,524.37,0.998797425732,0.998825827421,-0.0197393339861,0.998797425732,2.0,2.0,0.0,2.0,53.702,53.258,0.885,107.404,19,1,0.0
2012-07-16 10:45:00,37.067,15.706,21.227,74.134,764.29,742.653,22.102,1528.58,145.039965556,123.427814444,21.6121511111,290.079931111,54.5659238171,54.56470674,0.157250462486,109.131847634,2404.803,2335.665,163.262,4809.606,0.820964674008,0.820916475727,-0.0484509631116,0.820964674008,8.0,8.0,0.0,8.0,727.223,726.947,0.875,1454.446,20,1,0.0
2012-07-16 11:00:00,36.987,15.594,21.006,73.974,90.409,68.672,22.07,180.818,43.9507377778,22.3470655556,21.6036722222,87.9014755556,17.015153439,17.0220627756,0.170107459021,34.0303068779,284.08,199.754,177.656,568.16,0.995651280677,0.995758053734,-0.0293864414059,0.995651280677,1.0,1.0,0.0,1.0,53.422,53.078,1.064,106.844,21,1,0.0
2012-07-16 11:15:00,37.005,15.58,21.063,74.01,614.115,592.069,22.164,1228.23,82.5325322222,60.9041811111,21.6283511111,165.065064444,30.1507067377,30.1405612791,0.160966688492,60.3014134753,1306.468,1238.349,160.433,2612.936,0.754341232677,0.754604333675,-0.00351991136595,0.754341232677,3.0,3.0,0.0,4.0,577.11,576.489,1.101,1154.22,22,1,0.0
2012-07-16 11:30:00,37.179,15.724,21.077,74.358,843.596,821.903,22.145,1687.192,128.558842222,106.9426,21.6162422222,257.117684444,43.0321462569,43.0180777809,0.163133911826,86.0642925137,1795.455,1727.904,161.847,3590.91,0.744981143295,0.744822517938,0.0478243807805,0.744981143295,6.0,6.0,0.0,7.0,806.417,806.179,1.068,1612.834,23,1,0.0
2012-07-16 11:45:00,36.94,15.669,20.959,73.88,811.998,789.881,22.117,1623.996,73.7368266667,52.1829533333,21.5538733333,147.473653333,43.7341875601,43.7034623186,0.173036011092,87.4683751202,1706.841,1627.673,167.364,3413.682,0.695397556762,0.695415059303,0.092006070457,0.695397556762,3.0,3.0,0.0,3.0,775.058,774.212,1.158,1550.116,24,1,0.0
2012-07-16 12:00:00,36.82,15.599,21.006,73.64,90.755,68.982,22.164,181.51,54.8061822222,33.2846133333,21.5215688889,109.612364444,24.5510645572,24.5323195483,0.169882183636,49.1021291143,267.997,189.933,171.55,535.994,0.998390892211,0.998446280668,0.0358815362279,0.998390892211,1.0,1.0,0.0,2.0,53.935,53.383,1.158,107.87,25,1,0.0
2012-07-16 12:15:00,36.916,15.692,21.011,73.832,993.905,972.127,22.088,1987.81,148.808018889,127.20102,21.6069988889,297.616037778,61.7546550796,61.7429452382,0.159735532954,123.509310159,2941.919,2874.446,166.397,5883.838,0.734223110722,0.734191807832,-0.0335405133242,0.734223110722,8.0,8.0,0.0,9.0,956.989,956.435,1.077,1913.978,26,1,0.0
2012-07-16 12:30:00,36.956,15.622,20.955,73.912,90.671,68.7,22.168,181.342,45.5533011111,23.9566422222,21.5966588889,91.1066022222,18.6988458754,18.6904620933,0.166994628939,37.3976917508,280.842,190.216,172.328,561.684,0.99642557625,0.996511206963,-0.00716373337042,0.99642557625,1.0,1.0,0.0,1.0,53.715,53.078,1.213,107.43,27,1,0.0
2012-07-16 12:45:00,37.328,15.955,21.058,74.656,543.795,521.937,22.136,1087.59,91.6698044444,70.0663211111,21.6034833333,183.339608889,17.9654034224,17.9571663634,0.161103082781,35.9308068447,1170.949,1092.639,164.25,2341.898,0.464197713265,0.464304557677,-0.0214551017958,0.464197713265,3.0,3.0,0.0,4.0,506.467,505.982,1.078,1012.934,28,1,0.0
2012-07-16 13:00:00,37.054,15.719,21.049,74.108,765.078,743.422,22.088,1530.156,107.485746667,85.9423633333,21.5433833333,214.971493333,33.2277573888,33.208144967,0.15979066795,66.4555147775,1615.609,1548.283,159.008,3231.218,0.703045407286,0.702573194775,0.0116753774869,0.703045407286,6.0,6.0,0.0,7.0,728.024,727.703,1.039,1456.048,29,1,0.0
2012-07-16 13:15:00,37.044,15.743,21.129,74.088,628.988,607.299,22.098,1257.976,88.3321966667,66.7964777778,21.5357188889,176.664393333,23.2499115103,23.2363622541,0.157568495546,46.4998230206,1329.724,1264.04,158.798,2659.448,0.504672993649,0.504546528626,0.00323631078407,0.504672993649,3.0,3.0,0.0,4.0,591.944,591.556,0.969,1183.888,30,1,0.0
2012-07-16 13:30:00,36.889,15.571,20.95,73.778,90.231,68.51,22.027,180.462,50.3900866667,28.8943333333,21.4957533333,100.780173333,22.4631977746,22.4473924829,0.180654782483,44.9263955492,281.674,185.069,187.301,563.348,0.997082418879,0.997145099969,-0.0268342593544,0.997082418879,1.0,1.0,0.0,1.0,53.342,52.939,1.077,106.684,31,1,0.0
2012-07-16 13:45:00,36.998,15.752,20.983,73.996,803.6,781.963,21.928,1607.2,148.02747,126.51043,21.51704,296.05494,55.9180436523,55.9147653531,0.152206275642,111.836087305,2715.476,2650.563,152.175,5430.952,0.778849609213,0.778921365072,0.0098398781459,0.778849609213,7.0,7.0,0.0,7.0,766.602,766.211,0.945,1533.204,32,1,0.0
2012-07-16 14:00:00,36.948,15.65,20.969,73.896,89.795,68.241,22.117,179.59,52.2435844444,30.69361,21.5499744444,104.487168889,23.2254001399,23.2741720668,0.17842788435,46.4508002798,262.041,191.441,166.226,524.082,0.998521969296,0.998577796569,0.126128340484,0.998521969296,2.0,2.0,0.0,2.0,52.847,52.591,1.148,105.694,33,1,0.0
